mi_geo_id,FIPS,County,Cty.VTD,STATEFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,TOTPOP,VAP,PRS08DEM,PRS08REP,PRS08OTH,GOV06DEM,GOV06REP,GOV06OTH,AG06DEM,AG06REP,AG06OTH,SOS06DEM,SOS06REP,SOS06OTH
108,9,ANTRIM,9 170,26,170,26009170,A,ZZZZZZ,Voting Districts not defined,V1,G5240,N,0,198844323,45.0639817,-85.4185601,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,9,ANTRIM,9 60,26,60,2600960,A,92534000001,Voting District 0092534000001,V1,G5240,N,18336919,10014735,44.8956535,-85.3990067,2631.00,2144.00,843.43,972.44,14.43,726.31,813.24,16.40,509.37,945.37,41.25,453.46,1041.42,30.36
110,9,ANTRIM,9 120,26,120,26009120,A,95064000002,Voting District 0095064000002,V1,G5240,N,91417207,399307,44.8950676,-84.8989333,637.00,491.00,129.57,125.58,4.91,87.58,98.63,2.71,72.65,105.66,6.67,69.72,112.93,3.71
111,9,ANTRIM,9 90,26,90,2600990,A,94196000001,Voting District 0094196000001,V1,G5240,N,90891333,377045,45.0708677,-85.0460893,992.00,757.00,260.67,208.79,8.73,181.83,168.69,7.83,152.74,181.83,18.84,140.79,202.74,11.80
112,11,ARENAC,11 70,26,70,2601170,A,1.12E+11,Voting District 0112112000001,V1,G5240,N,60347725,559763,44.0526048,-83.9910474,1523.00,1199.00,295.60,231.60,11.99,365.65,236.54,8.65,258.68,305.69,15.67,251.81,330.63,12.66
113,11,ARENAC,11 110,26,110,26011110,A,1.15E+11,Voting District 0115480000001,V1,G5240,N,81627834,1521169,44.1197427,-84.1093321,1184.00,991.00,298.70,348.69,22.60,289.70,241.65,11.70,205.62,292.68,25.60,211.63,307.70,15.66
114,11,ARENAC,11 30,26,30,2601130,A,1.10E+11,Voting District 0110412000001,V1,G5240,N,5781264,260395,44.0443483,-83.6933214,889.00,730.00,226.87,257.87,2.84,190.81,184.87,4.88,133.87,212.86,7.87,135.80,224.81,4.88
115,11,ARENAC,11 190,26,190,26011190,A,1.19E+11,Voting District 0118708000001,V1,G5240,N,79613875,1260717,44.1272575,-83.5962703,1001.00,850.00,258.60,349.67,10.66,249.65,255.00,9.67,190.60,303.67,8.74,183.69,313.58,5.69
116,11,ARENAC,11 60,26,60,2601160,A,1.12E+11,Voting District 0111624000001,V1,G5240,N,83058983,216461,44.1204182,-83.9968956,1097.00,866.00,235.79,165.73,3.72,197.68,143.73,4.73,155.88,169.73,10.76,144.66,187.68,10.76
117,11,ARENAC,11 40,26,40,2601140,A,1.10E+11,Voting District 0110414000001,V1,G5240,N,74409439,1729073,44.0368697,-83.7406754,750.00,596.00,212.81,203.81,3.87,214.85,138.80,3.87,137.84,191.81,10.81,135.81,197.81,13.82
118,11,ARENAC,11 200,26,200,26011200,A,ZZZZZZ,Voting Districts not defined,V1,G5240,N,0,804745358,44.0162508,-83.5728871,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,11,ARENAC,11 20,26,20,2601120,A,1.10E+11,Voting District 0110336000001,V1,G5240,N,92670988,2707327,44.0360776,-83.8618882,903.00,720.00,265.60,166.67,8.75,216.00,149.70,5.74,149.70,190.71,16.63,148.70,198.71,16.63
120,11,ARENAC,11 180,26,180,26011180,A,1.18E+11,Voting District 0118084000001,V1,G5240,N,80665175,3060322,44.1256727,-83.7497842,550.00,447.00,138.69,144.65,2.78,121.66,122.76,2.78,77.65,146.60,9.65,74.69,161.63,3.69
121,11,ARENAC,11 130,26,130,26011130,A,1.17E+11,Voting District 0117402000001,V1,G5240,N,29783839,4843983,44.0696835,-83.6377249,1095.00,952.00,341.64,362.74,16.73,324.78,303.63,7.72,234.70,356.87,22.70,239.71,371.79,9.81
122,11,ARENAC,11 170,26,170,26011170,A,1.18E+11,Voting District 0117614000001,V1,G5240,N,71545219,388802,43.9566709,-83.9159812,1900.00,1475.00,527.58,408.62,24.61,503.64,288.61,6.65,364.56,369.68,32.59,368.81,400.64,11.59
123,11,ARENAC,11 80,26,80,2601180,A,1.12E+11,Voting District 0112112000002,V1,G5240,N,31029965,80565,44.0194449,-83.9694344,626.00,501.00,196.89,135.88,8.90,204.89,76.87,2.87,149.86,112.88,10.89,138.87,128.85,7.88
124,11,ARENAC,11 10,26,10,2601110,A,1.10E+11,Voting District 0110028000001,V1,G5240,N,92263896,239432,44.0389639,-84.1019878,563.00,414.00,113.87,128.88,4.89,81.87,97.90,8.88,61.83,107.89,3.87,54.85,126.88,3.87
125,11,ARENAC,11 160,26,160,26011160,A,1.18E+11,Voting District 0117612003001,V1,G5240,N,2117902,0,43.9741631,-83.9539139,434.00,338.00,98.94,98.94,1.94,84.95,70.98,0.00,51.94,96.93,3.93,46.92,101.93,2.93
126,11,ARENAC,11 50,26,50,2601150,A,1.10E+11,Voting District 0110414000002,V1,G5240,N,11964023,129097,44.0032764,-83.6936673,203.00,189.00,61.93,86.96,2.91,67.88,52.95,0.95,36.91,73.91,6.93,40.94,74.94,1.96
127,11,ARENAC,11 90,26,90,2601190,A,1.15E+11,Voting District 0114758000001,V1,G5240,N,54358646,424213,43.9591943,-84.01184,944.00,715.00,239.80,187.79,8.80,222.79,137.81,6.75,149.74,188.80,12.83,147.79,202.78,6.75
128,11,ARENAC,11 150,26,150,26011150,A,1.18E+11,Voting District 0117612002001,V1,G5240,N,880866,0,43.9862973,-83.9537972,579.00,441.00,107.91,135.95,5.91,108.91,96.86,3.91,77.93,122.91,5.91,84.92,118.88,3.91
129,11,ARENAC,11 100,26,100,26011100,A,1.15E+11,Voting District 0115212000001,V1,G5240,N,82997292,77514,44.1262195,-83.8648154,851.00,665.00,190.72,152.95,11.71,161.72,117.71,4.78,113.81,142.84,11.71,115.68,153.75,5.74
130,11,ARENAC,11 140,26,140,26011140,A,1.18E+11,Voting District 0117612001001,V1,G5240,N,2601232,85,43.9815202,-83.9739742,494.00,372.00,98.95,76.93,0.00,63.93,47.94,0.94,45.92,60.91,1.93,45.92,60.91,1.93
131,11,ARENAC,11 120,26,120,26011120,A,1.16E+11,Voting District 0116066001001,V1,G5240,N,2942563,74933,44.0488971,-83.8572879,313.00,243.00,87.89,42.88,2.85,61.93,36.87,2.85,41.89,51.85,4.92,40.86,56.85,2.85
132,13,BARAGA,13 80,26,80,2601380,A,1.38E+11,Voting District 0137600000001,V1,G5240,N,391381811,21276858,46.4815635,-88.2434026,276.00,230.00,87.83,73.85,3.84,99.78,44.85,3.84,79.83,50.85,6.91,67.85,67.85,3.84
133,13,BARAGA,13 10,26,10,2601310,A,1.30E+11,Voting District 0130366000001,V1,G5240,N,321067369,2050290,46.8337971,-88.1725199,450.00,405.00,112.63,183.68,5.64,147.77,115.71,6.68,103.72,132.66,13.65,85.73,170.76,6.68
134,13,BARAGA,13 40,26,40,2601340,P,1.31E+11,Voting District 0130534000003,V1,G5240,S,176068259,3511339,46.7329645,-88.6306248,399.00,304.00,69.93,97.80,4.81,66.90,56.85,3.78,52.78,59.79,5.68,45.85,78.65,1.80
135,13,BARAGA,13 50,26,50,2601350,P,1.31E+11,Voting District 0130534000004,V1,G5240,S,210155235,2243547,46.7262005,-88.5420338,605.00,440.00,124.79,107.82,2.85,96.87,74.87,1.87,67.77,84.78,8.87,57.81,108.76,1.87
136,13,BARAGA,13 70,26,70,2601370,A,1.35E+11,Voting District 0134556000001,V1,G5240,N,640247916,7575173,46.6850451,-88.2715852,3843.00,2944.00,785.00,829.04,33.12,968.82,542.91,14.38,692.14,672.10,39.92,551.25,894.17,31.15
137,13,BARAGA,13 30,26,30,2601330,A,1.31E+11,Voting District 0130534000002,V1,G5240,N,61379876,801961,46.8926566,-88.5035554,443.00,362.00,89.83,151.68,3.84,93.73,111.76,5.79,60.81,128.82,9.81,47.83,145.75,6.78
138,13,BARAGA,13 20,26,20,2601320,P,1.31E+11,Voting District 0130534000001,V1,G5240,S,29077443,349808,46.7939583,-88.524601,2368.00,1976.00,329.69,258.69,9.79,323.63,159.64,12.66,244.62,185.67,21.69,202.69,254.69,18.61
139,13,BARAGA,13 90,26,90,2601390,P,ZZZZZZ,Voting Districts not defined,V1,G5240,S,0,393274305,46.923513,-88.2736089,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,13,BARAGA,13 60,26,60,2601360,A,1.32E+11,Voting District 0131860000001,V1,G5240,N,497096892,10546262,46.5182263,-88.4997412,476.00,405.00,122.68,140.67,6.71,151.77,110.70,7.48,113.75,123.71,14.74,106.66,152.69,6.71
141,15,BARRY,15 300,26,300,26015300,A,1.58E+11,Voting District 0157962000001,V1,G5240,N,47225807,859702,42.71782,-85.5179608,2677.00,1887.00,451.81,1015.82,29.84,377.84,830.84,16.82,235.85,942.78,23.84,226.84,972.80,12.83
142,15,BARRY,15 150,26,150,26015150,A,1.54E+11,Voting District 0153712004004,V1,G5240,N,3390606,66345,42.6427267,-85.2988297,1556.00,1157.00,396.74,330.74,13.73,344.76,287.75,4.75,235.67,360.79,19.75,211.73,397.65,14.76
143,15,BARRY,15 170,26,170,26015170,A,1.54E+11,Voting District 0153912000001,V1,G5240,N,84200765,9356237,42.5529583,-85.3678661,3244.00,2547.00,774.62,786.61,44.61,735.61,616.69,23.61,537.61,744.74,50.94,519.64,806.64,34.61
144,15,BARRY,15 290,26,290,26015290,A,1.57E+11,Voting District 0157042000001,V1,G5240,N,90701349,2862668,42.6387375,-85.3712422,3983.00,2981.00,996.57,1132.80,44.58,887.59,900.55,14.67,564.51,1148.56,45.56,527.55,1200.58,30.63
145,15,BARRY,15 110,26,110,26015110,P,0151396000001C,Voting District 0151396000001C,V1,G5240,S,62774348,1520303,42.6322913,-85.1242042,2929.00,2166.00,287.44,314.48,15.41,479.44,464.44,19.54,337.47,560.49,43.54,338.43,594.45,17.36
146,15,BARRY,15 90,26,90,2601590,P,0151396000001A,Voting District 0151396000001A,V1,G5240,S,14794280,555777,42.6469068,-85.1783284,383.00,293.00,115.93,126.93,1.94,64.93,62.97,2.94,45.93,75.90,5.93,45.93,79.92,2.94
147,15,BARRY,15 130,26,130,26015130,A,1.54E+11,Voting District 0153712002002,V1,G5240,N,3567350,65615,42.644602,-85.2728721,2059.00,1443.00,461.80,365.68,13.65,342.69,265.71,7.65,243.66,333.70,25.74,237.58,352.62,13.65
148,15,BARRY,15 40,26,40,2601540,P,0150502000001B,Voting District 0150502000001B,V1,G5240,S,86937167,1551378,42.5578109,-85.2462908,1752.00,1346.00,472.68,496.67,27.72,398.70,345.65,21.66,255.83,435.68,46.60,246.66,476.61,24.70
149,15,BARRY,15 310,26,310,26015310,A,1.58E+11,Voting District 0157962000002,V1,G5240,N,38466299,522485,42.7337879,-85.4467395,1911.00,1415.00,364.87,719.82,20.84,372.85,593.81,9.86,219.86,711.83,24.84,202.85,753.88,9.86
150,15,BARRY,15 280,26,280,26015280,A,1.57E+11,Voting District 0156626000002,V1,G5240,N,21528847,2928029,42.4760353,-85.5195425,1710.00,1435.00,428.83,463.90,16.84,429.81,339.87,8.86,270.85,462.83,14.87,258.88,491.88,5.85
151,15,BARRY,15 340,26,340,26015340,A,0158844000001B,Voting District 0158844000001B,V1,G5240,N,90117466,1456472,42.7275977,-85.1329652,2033.00,1539.00,364.62,554.62,17.66,430.92,511.64,12.68,295.65,620.63,13.65,296.63,637.65,12.68
152,15,BARRY,15 30,26,30,2601530,P,0150502000001A,Voting District 0150502000001A,V1,G5240,S,4703767,483284,42.5130259,-85.2658882,104.00,76.00,2.95,3.96,0.00,22.96,19.96,0.00,13.95,24.95,2.95,13.95,26.97,0.96
153,15,BARRY,15 330,26,330,26015330,A,0158844000001A,Voting District 0158844000001A,V1,G5240,N,1526171,0,42.6912261,-85.1863947,14.00,11.00,104.00,92.00,5.00,,,,,,,,,
154,15,BARRY,15 140,26,140,26015140,A,1.54E+11,Voting District 0153712003003,V1,G5240,N,1515999,18397,42.6436803,-85.2868211,1516.00,1038.00,344.74,245.75,18.69,276.72,242.75,7.77,201.70,298.71,13.74,190.77,319.71,7.77
155,15,BARRY,15 350,26,350,26015350,A,1.59E+11,Voting District 0158902000001,V1,G5240,N,46282558,3046530,42.6601172,-85.4822087,2372.00,1786.00,512.75,849.73,26.75,513.77,629.70,10.73,325.74,772.71,33.73,297.70,826.71,15.75
156,15,BARRY,15 160,26,160,26015160,A,0153714000001A,Voting District 0153714000001A,V1,G5240,N,77740816,1365646,42.632535,-85.2423712,2948.00,2301.00,732.66,778.67,34.72,693.68,637.65,14.66,456.67,810.63,41.64,443.65,854.68,22.34
157,15,BARRY,15 190,26,190,26015190,A,0154112000001B,Voting District 0154112000001B,V1,G5240,N,21348829,37194,42.7585234,-85.360918,837.00,604.00,85.83,101.79,8.80,102.81,253.81,6.81,76.81,259.84,14.82,67.83,280.83,5.69
158,15,BARRY,15 220,26,220,26015220,A,0155096000001A,Voting District 0155096000001A,V1,G5240,N,1780177,9068,42.5138635,-85.0821104,10.00,8.00,30.00,52.00,2.00,,,,,,,,,
159,15,BARRY,15 20,26,20,2601520,A,0150386000001B,Voting District 0150386000001B,V1,G5240,N,18270461,214910,42.4880595,-85.1709009,353.00,272.00,5.92,14.92,0.00,68.91,75.90,0.91,47.92,88.91,5.92,41.92,96.91,4.91
160,15,BARRY,15 250,26,250,26015250,A,0156098000001A,Voting District 0156098000001A,V1,G5240,N,79363883,5742080,42.5519148,-85.4740732,2743.00,2114.00,664.52,704.59,30.50,578.52,521.60,24.62,419.53,638.60,33.60,396.57,688.58,23.63
161,15,BARRY,15 240,26,240,26015240,A,0155096000001C,Voting District 0155096000001C,V1,G5240,N,72634201,322392,42.5598874,-85.1277339,1390.00,1067.00,284.80,384.78,5.79,300.77,336.76,7.71,197.78,395.77,22.76,184.80,426.85,9.71
162,15,BARRY,15 10,26,10,2601510,A,0150386000001A,Voting District 0150386000001A,V1,G5240,N,74635722,1011822,42.4565824,-85.1149887,1633.00,1268.00,394.74,607.72,31.73,321.75,351.76,6.78,221.78,415.75,28.75,197.75,452.73,17.79
163,15,BARRY,15 120,26,120,26015120,A,1.54E+11,Voting District 0153712001001,V1,G5240,N,4985786,46288,42.6613611,-85.2933602,2219.00,1759.00,583.84,532.80,24.78,462.73,408.85,10.81,298.56,536.77,23.77,303.77,552.77,11.79
164,15,BARRY,15 100,26,100,26015100,A,0151396000001B,Voting District 0151396000001B,V1,G5240,N,13016092,1018,42.6719925,-85.1492252,159.00,131.00,296.95,248.97,16.93,28.94,27.93,0.95,19.95,33.93,2.95,19.95,35.92,1.97
165,15,BARRY,15 60,26,60,2601560,A,1.51E+11,Voting District 0150556000002,V1,G5240,N,36692110,3721072,42.4866891,-85.3649272,1939.00,1513.00,472.78,475.77,22.83,457.80,351.80,9.80,320.80,457.80,18.84,299.79,489.84,11.83
166,15,BARRY,15 230,26,230,26015230,A,0155096000001B,Voting District 0155096000001B,V1,G5240,N,18565836,0,42.5347886,-85.1717184,193.00,150.00,13.97,13.97,0.00,,,,,,,,,
167,15,BARRY,15 210,26,210,26015210,A,1.54E+11,Voting District 0154186000001,V1,G5240,N,90518845,4034276,42.4658599,-85.2477534,3008.00,2373.00,713.61,906.50,28.49,664.65,603.55,22.49,473.43,744.56,50.60,441.59,813.51,22.49
168,15,BARRY,15 260,26,260,26015260,A,0156098000001B,Voting District 0156098000001B,V1,G5240,N,7224538,36501,42.5535249,-85.5326626,570.00,429.00,100.90,132.99,9.81,117.92,105.87,4.87,84.88,129.86,6.89,80.85,139.88,3.84
169,15,BARRY,15 270,26,270,26015270,A,1.57E+11,Voting District 0156626000001,V1,G5240,N,63418119,6621099,42.4649861,-85.4720336,1694.00,1345.00,464.74,471.73,25.69,453.80,350.72,23.74,316.73,448.71,34.75,288.65,498.75,18.73
170,15,BARRY,15 320,26,320,26015320,A,1.58E+11,Voting District 0157962000003,V1,G5240,N,5688455,288960,42.7160215,-85.468723,3296.00,2289.00,632.70,729.72,29.72,489.72,594.54,15.69,344.75,698.72,28.72,328.73,742.73,12.74
171,15,BARRY,15 200,26,200,26015200,A,1.54E+11,Voting District 0154112000002,V1,G5240,N,70509686,699652,42.7206491,-85.378757,2401.00,1709.00,488.72,702.72,29.74,409.56,573.73,19.72,261.65,666.76,40.65,258.72,706.70,15.69
172,15,BARRY,15 80,26,80,2601580,A,0151334000001B,Voting District 0151334000001B,V1,G5240,N,63692524,257282,42.7346171,-85.2422668,1292.00,976.00,567.74,714.75,38.52,281.69,321.56,14.76,178.78,389.73,30.75,160.65,429.78,15.74
173,15,BARRY,15 360,26,360,26015360,A,1.59E+11,Voting District 0158902000002,V1,G5240,N,34154486,9370730,42.614918,-85.4812674,1691.00,1339.00,425.73,678.74,12.70,403.77,554.72,13.78,244.76,675.71,20.74,226.68,718.73,12.70
174,15,BARRY,15 50,26,50,2601550,A,1.51E+11,Voting District 0150556000001,V1,G5240,N,52445332,1654748,42.4516149,-85.3724642,1439.00,1081.00,333.61,489.61,21.75,315.67,353.62,13.65,204.57,440.63,19.64,184.73,474.58,14.65
175,15,BARRY,15 180,26,180,26015180,A,0154112000001A,Voting District 0154112000001A,V1,G5240,N,786481,121587,42.7436672,-85.3323278,16.00,15.00,63.00,165.98,3.00,,,,,,,,,
176,15,BARRY,15 70,26,70,2601570,A,0151334000001A,Voting District 0151334000001A,V1,G5240,N,27295244,1179625,42.7141239,-85.2806311,1099.00,852.00,3.90,14.89,1.91,246.82,280.83,12.90,155.90,340.93,26.90,139.89,375.89,12.90
177,17,BAY,17 100,26,100,26017100,P,1.71E+11,Voting District 0170602001001,V1,G5240,S,817218,112995,43.6012337,-83.8835507,1404.00,1075.00,375.79,185.81,4.83,226.82,124.84,5.84,179.82,154.85,9.81,169.81,169.81,8.84
178,17,BAY,17 690,26,690,26017690,A,1.79E+11,Voting District 0178738000003,V1,G5240,N,30710328,68845,43.589566,-84.0994621,711.00,555.00,191.90,233.91,7.91,190.92,181.90,3.92,126.89,215.90,6.91,119.94,232.88,3.92
179,17,BAY,17 600,26,600,26017600,A,1.75E+11,Voting District 0175498000006,V1,G5240,N,5059352,85890,43.6143712,-83.9386596,1256.00,1031.00,410.89,378.89,8.86,410.89,253.90,6.85,281.90,342.89,12.89,261.86,380.88,6.85
180,17,BAY,17 430,26,430,26017430,A,1.73E+11,Voting District 0173154000001,V1,G5240,N,92384415,60065,43.7780184,-84.0969576,1743.00,1360.00,499.79,424.79,12.76,479.78,272.00,24.75,375.80,331.80,23.79,357.77,380.85,12.76
181,17,BAY,17 260,26,260,26017260,P,1.71E+11,Voting District 0170602006002,V1,G5240,S,851893,0,43.5727103,-83.8969504,1575.00,1109.00,397.64,184.62,10.45,285.73,153.66,13.65,246.63,179.75,17.72,233.71,199.64,14.67
182,17,BAY,17 550,26,550,26017550,A,1.75E+11,Voting District 0175498000001,V1,G5240,N,6997812,74928,43.6304309,-83.9442936,1407.00,1141.00,427.83,288.76,11.85,352.80,223.81,2.80,278.79,268.83,21.77,266.85,301.80,4.87
183,17,BAY,17 490,26,490,26017490,A,1.74E+11,Voting District 0173626000005,V1,G5240,N,26378904,21828,43.6053329,-83.7445928,1983.00,1540.00,621.83,402.86,19.81,513.83,251.81,7.87,369.85,342.85,20.81,357.82,383.81,11.88
184,17,BAY,17 290,26,290,26017290,A,1.71E+11,Voting District 0170602007002,V1,G5240,N,1038469,0,43.5953756,-83.9108791,1294.00,1006.00,391.78,237.80,13.78,334.79,199.77,7.75,255.77,245.77,17.77,235.78,280.75,10.77
185,17,BAY,17 10,26,10,2601710,A,1.70E+11,Voting District 0170408000001,V1,G5240,N,2640832,9027,43.6020108,-84.0751061,2087.00,1627.00,590.77,589.75,14.73,551.75,442.75,9.71,365.70,564.72,28.76,348.73,609.70,13.74
186,17,BAY,17 480,26,480,26017480,A,1.74E+11,Voting District 0173626000004,V1,G5240,N,2440680,0,43.5871825,-83.8412625,1653.00,1439.00,467.89,264.90,21.92,363.90,186.85,12.92,277.91,248.90,20.92,266.90,287.92,6.90
187,17,BAY,17 400,26,400,26017400,A,1.73E+11,Voting District 0173018000001,V1,G5240,N,54527022,5151283,43.538885,-83.9749528,3562.00,2872.00,833.61,1212.56,30.58,734.58,915.51,21.63,463.55,1087.59,36.57,440.62,1162.54,24.63
188,17,BAY,17 110,26,110,26017110,P,1.71E+11,Voting District 0170602001002,V1,G5240,S,1514777,201282,43.6059118,-83.8769251,1229.00,903.00,414.83,190.85,16.85,337.84,146.86,13.84,261.91,200.85,18.86,239.85,236.87,6.86
189,17,BAY,17 650,26,650,26017650,A,1.77E+11,Voting District 0176598000002,V1,G5240,N,9620875,135125,43.5442255,-83.868782,1129.00,923.00,367.93,275.93,12.89,377.91,193.91,8.91,245.92,281.91,17.91,240.90,309.90,9.90
190,17,BAY,17 150,26,150,26017150,A,1.71E+11,Voting District 0170602002003,V1,G5240,N,749416,0,43.5940453,-83.8614919,1017.00,761.00,357.89,289.90,11.89,349.85,231.92,5.89,252.90,304.90,12.90,207.86,360.91,12.90
191,17,BAY,17 270,26,270,26017270,P,1.71E+11,Voting District 0170602006003,V1,G5240,S,2372584,16408,43.5463788,-83.8949236,1410.00,1041.00,428.71,186.72,10.68,307.69,138.68,15.73,253.61,171.70,15.73,248.72,196.70,9.76
192,17,BAY,17 170,26,170,26017170,A,1.71E+11,Voting District 0170602003002,V1,G5240,N,447019,0,43.5893424,-83.8815367,1364.00,942.00,367.83,128.83,11.85,243.84,106.81,11.85,211.86,131.88,8.84,204.85,141.84,10.82
193,17,BAY,17 160,26,160,26017160,P,1.71E+11,Voting District 0170602003001,V1,G5240,S,465271,0,43.5895374,-83.8880677,1423.00,1097.00,344.85,123.87,10.97,216.84,106.86,15.86,179.86,127.87,17.86,176.86,142.86,10.97
194,17,BAY,17 660,26,660,26017660,A,1.77E+11,Voting District 0176598000003,V1,G5240,N,2708745,271446,43.5443175,-83.8866033,931.00,753.00,306.92,198.93,0.93,294.94,144.92,7.94,208.92,195.94,12.92,202.92,221.92,5.91
195,17,BAY,17 180,26,180,26017180,A,1.71E+11,Voting District 0170602003003,V1,G5240,N,1068786,0,43.5889607,-83.8675724,1183.00,891.00,426.81,196.79,16.78,293.64,189.81,6.77,223.79,219.80,26.82,221.82,238.81,10.80
196,17,BAY,17 220,26,220,26017220,A,1.71E+11,Voting District 0170602005001,V1,G5240,N,937061,0,43.5740541,-83.8839665,1565.00,1198.00,561.77,250.74,20.79,490.68,201.74,9.83,369.80,273.76,19.80,361.76,309.79,11.98
197,17,BAY,17 140,26,140,26017140,A,1.71E+11,Voting District 0170602002002,V1,G5240,N,550478,0,43.5949005,-83.8723362,1379.00,1070.00,479.84,267.82,13.85,443.82,203.85,8.81,302.84,302.84,27.84,293.84,319.85,21.83
198,17,BAY,17 700,26,700,26017700,P,ZZZZZZ,Voting Districts not defined,V1,G5240,S,1431843,470912976,43.6720687,-83.8203125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
199,17,BAY,17 570,26,570,26017570,A,1.75E+11,Voting District 0175498000003,V1,G5240,N,42232519,198067,43.6278873,-84.00119,1969.00,1498.00,519.68,649.67,19.72,493.61,455.70,11.72,333.69,561.78,24.77,318.69,608.71,9.80
200,17,BAY,17 50,26,50,2601750,A,1.71E+11,Voting District 0170512000004,V1,G5240,N,4452784,63411,43.6337072,-83.9041161,1805.00,1448.00,552.90,415.90,12.90,495.89,277.86,9.89,327.89,390.97,23.91,321.91,418.90,18.91
201,17,BAY,17 420,26,420,26017420,A,1.73E+11,Voting District 0173040000002,V1,G5240,N,43798056,222174,43.8071759,-83.9918616,1477.00,1204.00,484.73,359.71,10.75,468.70,225.70,14.70,342.71,304.65,28.72,329.72,342.71,14.70
202,17,BAY,17 670,26,670,26017670,A,1.79E+11,Voting District 0178738000001,V1,G5240,N,37642421,164367,43.6279922,-84.0984704,2375.00,1774.00,621.87,742.85,25.84,626.88,513.86,12.86,373.84,676.87,68.85,364.88,720.85,29.87
203,17,BAY,17 380,26,380,26017380,P,1.73E+11,Voting District 0172642000001,V1,G5240,S,2063239,4602,43.6135553,-83.8383607,1811.00,1396.00,585.71,399.74,17.73,547.75,323.77,11.77,351.78,461.76,23.81,328.77,519.73,12.76
204,17,BAY,17 360,26,360,26017360,A,1.71E+11,Voting District 0170602009003,V1,G5240,N,1312401,0,43.619286,-83.8968735,1240.00,929.00,384.84,189.82,9.84,342.83,137.86,8.85,268.85,169.81,14.84,249.86,212.82,9.84
205,17,BAY,17 310,26,310,26017310,P,1.71E+11,Voting District 0170602008001,V1,G5240,S,763879,12904,43.6069502,-83.8954617,1353.00,965.00,341.77,143.74,16.76,270.80,103.78,7.81,196.81,135.76,26.78,206.80,154.78,10.82
206,17,BAY,17 540,26,540,26017540,A,1.75E+11,Voting District 0175378001006,V1,G5240,N,1142928,4757,43.6036378,-84.1623673,157.00,131.00,40.97,21.97,0.99,22.97,21.97,0.99,22.97,22.97,0.00,25.97,19.98,0.00
